journey_id,trader_id,journey_number,archetype_classification,classification_confidence,signature_vector,cluster_id,outlier_score,trajectory_position
JRN-00411-001,TRAV-00411,1,JRN-LF,0.82,"[0.136,0.283,0.000,0.000,0.975,0.319,0.000,1.000,0.000,0.000]",1,0.041,0.05
JRN-00412-001,TRAV-00412,1,JRN-LF,0.726,"[0.228,0.101,0.000,0.113,1.000,0.328,0.281,0.641,0.213,0.000]",1,0.074,0.05
JRN-00413-001,TRAV-00413,1,JRN-LF,0.886,"[0.022,0.501,0.000,0.392,0.878,0.251,0.077,0.806,0.168,0.307]",2,0.092,0.05
JRN-00100-002,TRAV-00100,2,JRN-WH,0.857,"[0.844,0.357,0.407,0.719,0.565,0.621,0.570,0.483,0.441,0.483]",4,0.193,0.1
JRN-00414-001,TRAV-00414,1,JRN-DO,0.622,"[0.680,0.173,0.200,0.100,0.000,0.478,0.781,1.000,0.930,0.076]",9,0.159,0.05
JRN-00230-002,TRAV-00230,2,JRN-LF,0.83,"[0.029,0.388,0.086,0.110,0.859,0.178,0.182,0.706,0.467,0.174]",2,0.098,0.1
JRN-00105-003,TRAV-00105,3,JRN-DO,0.833,"[0.681,0.029,0.213,0.205,0.230,0.757,0.585,0.946,0.885,0.289]",9,0.205,0.15
JRN-00415-001,TRAV-00415,1,JRN-UN,0.406,"[0.479,0.559,0.000,0.551,0.489,0.666,0.283,0.326,0.376,0.297]",16,0.51,0.05
JRN-00277-002,TRAV-00277,2,JRN-WH,0.8,"[0.199,0.600,0.704,0.485,0.533,0.533,0.748,0.531,0.492,0.544]",7,0,0.1
JRN-00416-001,TRAV-00416,1,JRN-UN,0.242,"[0.353,0.355,0.402,0.558,0.184,0.647,0.461,0.712,0.393,0.508]",19,0.591,0.05
JRN-00115-002,TRAV-00115,2,JRN-DO,0.692,"[0.373,0.229,0.277,0.200,0.000,0.732,0.616,0.833,0.823,0.182]",11,0.329,0.1
JRN-00334-002,TRAV-00334,2,JRN-HA,0.602,"[0.729,0.834,0.706,0.754,0.994,0.649,0.517,0.283,0.114,0.788]",13,0.392,0.1
JRN-00417-001,TRAV-00417,1,JRN-LF,0.898,"[0.000,0.310,0.000,0.161,0.799,0.287,0.000,0.754,0.000,0.098]",3,0.414,0.05
JRN-00311-002,TRAV-00311,2,JRN-WH,0.905,"[0.448,0.482,0.620,0.570,0.375,0.373,0.743,0.441,0.713,0.549]",4,0.061,0.1
JRN-00418-001,TRAV-00418,1,JRN-WH,0.846,"[0.574,0.111,0.402,0.635,0.822,0.360,0.544,0.683,0.597,0.458]",7,0,0.05
JRN-00419-001,TRAV-00419,1,JRN-DO,0.708,"[0.322,0.000,0.038,0.168,0.261,0.464,0.924,1.000,0.960,0.654]",9,0.231,0.05
JRN-00420-001,TRAV-00420,1,JRN-LF,0.824,"[0.000,0.043,0.270,0.364,0.752,0.370,0.000,0.613,0.354,0.018]",1,0.246,0.05
JRN-00064-004,TRAV-00064,4,JRN-LF,0.893,"[0.124,0.065,0.020,0.281,1.000,0.140,0.018,0.745,0.034,0.320]",2,0.18,0.2
JRN-00421-001,TRAV-00421,1,JRN-DO,0.807,"[0.304,0.169,0.000,0.162,0.451,0.391,0.708,0.837,0.769,0.104]",11,0.244,0.05
JRN-00422-001,TRAV-00422,1,JRN-LF,0.794,"[0.040,0.000,0.258,0.525,0.597,0.453,0.271,1.000,0.241,0.327]",2,0,0.05
JRN-00423-001,TRAV-00423,1,JRN-LF,0.918,"[0.051,0.386,0.246,0.177,0.925,0.090,0.000,1.000,0.100,0.075]",2,0.144,0.05
JRN-00424-001,TRAV-00424,1,JRN-HA,0.636,"[0.816,0.797,0.847,0.645,0.719,0.440,0.197,0.241,0.430,0.812]",13,0.384,0.05
JRN-00425-001,TRAV-00425,1,JRN-LF,0.714,"[0.186,0.322,0.173,0.149,0.940,0.181,0.169,0.847,0.111,0.119]",3,0.21,0.05
JRN-00426-001,TRAV-00426,1,JRN-UN,0.367,"[0.620,0.654,0.176,0.643,0.608,0.521,0.382,0.475,0.578,0.297]",17,0.669,0.05
JRN-00182-002,TRAV-00182,2,JRN-LF,0.753,"[0.018,0.272,0.075,0.058,0.807,0.426,0.190,0.916,0.326,0.089]",3,0.202,0.1
JRN-00427-001,TRAV-00427,1,JRN-UN,0.322,"[0.671,0.277,0.000,0.483,0.425,0.346,0.588,0.417,0.265,0.422]",18,0.421,0.05
JRN-00428-001,TRAV-00428,1,JRN-LF,0.841,"[0.071,0.071,0.310,0.109,0.736,0.093,0.269,1.000,0.141,0.003]",3,0.294,0.05
JRN-00258-003,TRAV-00258,3,JRN-LF,0.909,"[0.369,0.145,0.000,0.259,1.000,0.421,0.133,0.770,0.246,0.000]",1,0,0.15
JRN-00122-002,TRAV-00122,2,JRN-LF,0.887,"[0.000,0.292,0.000,0.214,0.907,0.179,0.133,0.860,0.404,0.011]",1,0.128,0.1
JRN-00146-004,TRAV-00146,4,JRN-UN,0.384,"[0.243,0.637,0.283,0.518,0.624,0.447,0.445,0.439,0.613,0.343]",20,0.636,0.2
JRN-00004-005,TRAV-00004,5,JRN-LF,0.878,"[0.033,0.308,0.040,0.254,0.882,0.254,0.370,0.728,0.000,0.163]",1,0.183,0.25
JRN-00311-003,TRAV-00311,3,JRN-LF,0.877,"[0.000,0.050,0.329,0.289,1.000,0.080,0.000,0.888,0.254,0.282]",2,0.209,0.15
JRN-00429-001,TRAV-00429,1,JRN-DO,0.624,"[0.214,0.142,0.285,0.001,0.236,0.674,1.000,0.791,0.755,0.257]",11,0.244,0.05
JRN-00430-001,TRAV-00430,1,JRN-LF,0.817,"[0.220,0.000,0.093,0.053,0.839,0.107,0.140,0.830,0.362,0.000]",1,0.112,0.05
JRN-00431-001,TRAV-00431,1,JRN-LF,0.77,"[0.026,0.396,0.002,0.568,0.822,0.319,0.040,0.892,0.374,0.000]",3,0.094,0.05
JRN-00432-001,TRAV-00432,1,JRN-LF,0.677,"[0.167,0.000,0.000,0.091,0.916,0.389,0.108,0.890,0.067,0.000]",1,0.198,0.05
JRN-00433-001,TRAV-00433,1,JRN-LF,0.904,"[0.000,0.049,0.186,0.049,0.707,0.278,0.029,0.844,0.084,0.282]",2,0.104,0.05
JRN-00434-001,TRAV-00434,1,JRN-DO,0.867,"[0.015,0.000,0.269,0.248,0.235,0.435,0.711,0.936,0.826,0.251]",9,0.128,0.05
JRN-00435-001,TRAV-00435,1,JRN-HA,0.823,"[0.994,0.752,1.000,0.734,0.725,0.945,0.391,0.321,0.291,0.921]",12,0.376,0.05
JRN-00187-002,TRAV-00187,2,JRN-WH,0.914,"[0.412,0.473,0.588,0.421,0.307,0.432,0.790,0.385,0.323,0.479]",8,0,0.1
JRN-00436-001,TRAV-00436,1,JRN-HA,0.814,"[0.886,0.631,0.986,0.367,0.726,0.702,0.176,0.469,0.034,0.727]",13,0.355,0.05
JRN-00199-002,TRAV-00199,2,JRN-DO,0.828,"[0.243,0.135,0.246,0.023,0.160,0.934,1.000,0.720,0.884,0.212]",11,0.313,0.1
JRN-00437-001,TRAV-00437,1,JRN-HA,0.749,"[1.000,0.644,1.000,0.561,0.599,0.673,0.693,0.405,0.314,0.554]",12,0.407,0.05
JRN-00438-001,TRAV-00438,1,JRN-WH,0.883,"[0.529,0.537,0.550,0.570,0.520,0.572,0.410,0.285,0.337,0.541]",5,0.229,0.05
JRN-00439-001,TRAV-00439,1,JRN-LF,0.68,"[0.168,0.463,0.302,0.401,0.954,0.279,0.116,0.664,0.406,0.000]",1,0.13,0.05
JRN-00319-002,TRAV-00319,2,JRN-HA,0.614,"[0.657,0.630,0.803,0.859,0.712,0.460,0.696,0.209,0.312,0.631]",13,0.369,0.1
JRN-00286-003,TRAV-00286,3,JRN-DO,0.775,"[0.258,0.362,0.060,0.000,0.038,0.834,0.951,0.880,0.820,0.244]",10,0.141,0.15
JRN-00440-001,TRAV-00440,1,JRN-LF,0.753,"[0.191,0.000,0.447,0.203,0.858,0.010,0.000,1.000,0.000,0.000]",1,0.165,0.05
JRN-00098-002,TRAV-00098,2,JRN-WH,0.841,"[0.663,0.356,0.463,0.506,0.421,0.566,0.404,0.720,0.612,0.546]",7,0.146,0.1
JRN-00441-001,TRAV-00441,1,JRN-WH,0.842,"[0.310,0.525,0.484,0.589,0.381,0.389,0.489,0.438,0.321,0.590]",7,0.107,0.05
JRN-00333-002,TRAV-00333,2,JRN-UN,0.237,"[0.477,0.479,0.599,0.707,0.199,0.433,0.217,0.470,0.281,0.500]",19,0.552,0.1
JRN-00442-001,TRAV-00442,1,JRN-UN,0.535,"[0.185,0.733,0.280,0.651,0.189,0.579,0.445,0.498,0.318,0.542]",16,0.498,0.05
JRN-00415-002,TRAV-00415,2,JRN-WH,0.854,"[0.788,0.550,0.514,0.693,0.678,0.573,0.571,0.585,0.270,0.408]",7,0.138,0.1
JRN-00443-001,TRAV-00443,1,JRN-HA,0.577,"[0.761,0.720,0.968,0.706,0.779,0.458,0.657,0.526,0.349,0.647]",13,0.318,0.05
JRN-00022-003,TRAV-00022,3,JRN-WH,0.797,"[0.339,0.395,0.526,0.541,0.523,0.597,0.397,0.382,0.477,0.416]",5,0.271,0.15
JRN-00101-002,TRAV-00101,2,JRN-LF,0.803,"[0.000,0.442,0.027,0.054,0.842,0.007,0.000,0.802,0.075,0.049]",3,0.207,0.1
JRN-00444-001,TRAV-00444,1,JRN-LF,0.869,"[0.000,0.453,0.000,0.324,0.797,0.283,0.213,0.902,0.244,0.290]",1,0.3,0.05
JRN-00137-002,TRAV-00137,2,JRN-WH,0.852,"[0.706,0.454,0.556,0.509,0.621,0.609,0.332,0.515,0.535,0.479]",6,0,0.1
JRN-00445-001,TRAV-00445,1,JRN-LF,0.843,"[0.004,0.083,0.041,0.084,0.695,0.163,0.184,0.793,0.405,0.295]",3,0.181,0.05
JRN-00446-001,TRAV-00446,1,JRN-UN,0.525,"[0.438,0.320,0.193,0.605,0.554,0.567,0.230,0.528,0.225,0.604]",20,0.473,0.05
JRN-00447-001,TRAV-00447,1,JRN-LF,0.708,"[0.249,0.365,0.049,0.098,0.851,0.324,0.000,0.705,0.240,0.032]",3,0.038,0.05
JRN-00448-001,TRAV-00448,1,JRN-DO,0.855,"[0.220,0.048,0.252,0.000,0.317,0.505,0.879,0.877,0.811,0.247]",10,0.253,0.05
JRN-00046-004,TRAV-00046,4,JRN-WH,0.923,"[0.331,0.350,0.339,0.483,0.791,0.654,0.391,0.562,0.490,0.341]",8,0.214,0.2
JRN-00449-001,TRAV-00449,1,JRN-DO,0.848,"[0.460,0.000,0.341,0.181,0.383,0.740,0.600,0.895,0.745,0.414]",9,0.278,0.05
JRN-00450-001,TRAV-00450,1,JRN-UN,0.513,"[0.131,0.413,0.281,0.864,0.649,0.636,0.178,0.491,0.291,0.900]",17,0.471,0.05
JRN-00451-001,TRAV-00451,1,JRN-LF,0.697,"[0.097,0.246,0.000,0.227,1.000,0.360,0.180,0.677,0.374,0.203]",1,0.164,0.05
JRN-00452-001,TRAV-00452,1,JRN-DO,0.74,"[0.000,0.152,0.004,0.000,0.250,0.841,0.996,0.620,1.000,0.060]",11,0.03,0.05
JRN-00453-001,TRAV-00453,1,JRN-LF,0.809,"[0.074,0.087,0.167,0.000,0.776,0.265,0.409,0.888,0.141,0.027]",2,0.067,0.05
JRN-00454-001,TRAV-00454,1,JRN-LF,0.845,"[0.000,0.471,0.316,0.000,0.755,0.083,0.000,0.889,0.395,0.357]",3,0,0.05
JRN-00455-001,TRAV-00455,1,JRN-UN,0.332,"[0.401,0.618,0.274,0.578,0.276,0.538,0.321,0.509,0.335,0.474]",16,0.625,0.05
JRN-00456-001,TRAV-00456,1,JRN-LF,0.82,"[0.395,0.125,0.079,0.004,0.897,0.226,0.000,0.619,0.160,0.000]",2,0.148,0.05
JRN-00133-002,TRAV-00133,2,JRN-WH,0.806,"[0.315,0.566,0.313,0.595,0.617,0.549,0.563,0.775,0.284,0.370]",5,0,0.1
JRN-00457-001,TRAV-00457,1,JRN-UN,0.55,"[0.596,0.484,0.230,0.655,0.633,0.608,0.216,0.545,0.395,0.495]",15,0.627,0.05
JRN-00458-001,TRAV-00458,1,JRN-HA,0.76,"[0.560,0.989,0.901,0.525,0.784,0.807,0.304,0.494,0.462,0.534]",13,0.477,0.05
JRN-00459-001,TRAV-00459,1,JRN-LF,0.854,"[0.134,0.476,0.000,0.366,0.972,0.138,0.000,0.631,0.116,0.281]",3,0.182,0.05
JRN-00206-003,TRAV-00206,3,JRN-WH,0.874,"[0.478,0.661,0.251,0.650,0.585,0.566,0.456,0.585,0.385,0.590]",6,0,0.15
JRN-00460-001,TRAV-00460,1,JRN-UN,0.287,"[0.341,0.437,0.121,0.533,0.565,0.291,0.206,0.589,0.301,0.146]",20,0.354,0.05
JRN-00064-005,TRAV-00064,5,JRN-DO,0.802,"[0.413,0.182,0.059,0.120,0.052,0.561,0.753,0.769,0.855,0.226]",11,0.19,0.25
JRN-00461-001,TRAV-00461,1,JRN-HA,0.717,"[0.693,0.735,1.000,0.500,0.925,0.727,0.628,0.391,0.445,0.862]",12,0.39,0.05
JRN-00336-002,TRAV-00336,2,JRN-DO,0.684,"[0.080,0.481,0.200,0.147,0.578,0.439,0.751,0.791,1.000,0.029]",11,0.092,0.1
JRN-00405-002,TRAV-00405,2,JRN-WH,0.808,"[0.570,0.381,0.776,0.338,0.510,0.465,0.491,0.147,0.613,0.544]",5,0,0.1
JRN-00462-001,TRAV-00462,1,JRN-UN,0.21,"[0.412,0.762,0.292,0.753,0.342,0.554,0.128,0.309,0.336,0.606]",15,0.428,0.05
JRN-00463-001,TRAV-00463,1,JRN-LF,0.664,"[0.182,0.252,0.182,0.257,1.000,0.461,0.039,0.521,0.335,0.041]",2,0.044,0.05
JRN-00162-003,TRAV-00162,3,JRN-DO,0.709,"[0.307,0.158,0.266,0.093,0.348,0.544,0.846,0.795,0.862,0.000]",9,0.417,0.15
JRN-00464-001,TRAV-00464,1,JRN-LF,0.809,"[0.112,0.026,0.121,0.108,0.864,0.373,0.194,0.905,0.105,0.390]",2,0.06,0.05
JRN-00465-001,TRAV-00465,1,JRN-UN,0.343,"[0.529,0.329,0.225,0.638,0.469,0.558,0.333,0.609,0.371,0.190]",17,0.513,0.05
JRN-00466-001,TRAV-00466,1,JRN-WH,0.908,"[0.637,0.365,0.534,0.538,0.417,0.863,0.462,0.536,0.570,0.391]",5,0,0.05
JRN-00467-001,TRAV-00467,1,JRN-UN,0.327,"[0.615,0.566,0.184,0.655,0.253,0.661,0.256,0.571,0.501,0.792]",15,0.542,0.05
JRN-00468-001,TRAV-00468,1,JRN-UN,0.3,"[0.476,0.316,0.138,0.825,0.368,0.300,0.110,0.639,0.482,0.538]",16,0.332,0.05
JRN-00469-001,TRAV-00469,1,JRN-DO,0.79,"[0.163,0.103,0.329,0.000,0.034,0.763,0.953,0.975,0.751,0.000]",9,0.212,0.05
JRN-00470-001,TRAV-00470,1,JRN-UN,0.489,"[0.347,0.399,0.487,0.801,0.443,0.529,0.196,0.466,0.226,0.629]",16,0.61,0.05
JRN-00471-001,TRAV-00471,1,JRN-LF,0.733,"[0.288,0.000,0.158,0.000,0.663,0.178,0.000,0.903,0.126,0.417]",2,0.115,0.05
JRN-00470-002,TRAV-00470,2,JRN-DO,0.701,"[0.276,0.000,0.323,0.146,0.280,0.664,0.842,0.816,0.737,0.146]",9,0.078,0.1
JRN-00472-001,TRAV-00472,1,JRN-DO,0.855,"[0.212,0.302,0.300,0.232,0.000,0.697,0.972,0.726,0.865,0.017]",10,0.322,0.05
JRN-00473-001,TRAV-00473,1,JRN-UN,0.468,"[0.386,0.350,0.709,0.368,0.427,0.537,0.240,0.621,0.208,0.497]",15,0.573,0.05
JRN-00474-001,TRAV-00474,1,JRN-UN,0.389,"[0.377,0.410,0.368,0.675,0.299,0.462,0.127,0.557,0.420,0.765]",16,0.787,0.05
JRN-00475-001,TRAV-00475,1,JRN-WH,0.847,"[0.434,0.682,0.433,0.680,0.481,0.452,0.496,0.200,0.340,0.538]",4,0.144,0.05
JRN-00118-003,TRAV-00118,3,JRN-LF,0.651,"[0.047,0.062,0.032,0.230,1.000,0.104,0.000,0.636,0.000,0.004]",2,0.139,0.15
JRN-00476-001,TRAV-00476,1,JRN-UN,0.266,"[0.325,0.536,0.181,0.695,0.345,0.174,0.187,0.374,0.226,0.654]",15,0.561,0.05
JRN-00477-001,TRAV-00477,1,JRN-LF,0.861,"[0.038,0.123,0.000,0.480,0.660,0.050,0.110,0.761,0.282,0.345]",1,0,0.05
JRN-00478-001,TRAV-00478,1,JRN-LF,0.871,"[0.167,0.547,0.000,0.063,0.815,0.227,0.113,0.740,0.051,0.320]",2,0.124,0.05
JRN-00038-002,TRAV-00038,2,JRN-LF,0.825,"[0.081,0.261,0.342,0.355,1.000,0.195,0.045,1.000,0.133,0.082]",3,0.242,0.1
JRN-00317-002,TRAV-00317,2,JRN-WH,0.869,"[0.196,0.371,0.643,0.553,0.647,0.556,0.682,0.326,0.667,0.360]",7,0.06,0.1
JRN-00479-001,TRAV-00479,1,JRN-HA,0.708,"[0.625,0.778,1.000,0.584,0.319,0.684,0.408,0.254,0.193,0.606]",13,0.384,0.05
JRN-00480-001,TRAV-00480,1,JRN-UN,0.399,"[0.250,0.699,0.330,0.852,0.656,0.708,0.529,0.512,0.259,0.624]",19,0.385,0.05
JRN-00481-001,TRAV-00481,1,JRN-UN,0.333,"[0.589,0.473,0.659,0.613,0.515,0.414,0.337,0.545,0.268,0.533]",17,0.549,0.05
JRN-00482-001,TRAV-00482,1,JRN-LF,0.674,"[0.087,0.052,0.111,0.224,0.954,0.000,0.030,0.749,0.134,0.299]",2,0.236,0.05
JRN-00483-001,TRAV-00483,1,JRN-WH,0.81,"[0.364,0.397,0.441,0.495,0.722,0.577,0.811,0.492,0.474,0.359]",5,0.2,0.05
JRN-00484-001,TRAV-00484,1,JRN-WH,0.922,"[0.617,0.390,0.737,0.703,0.707,0.682,0.725,0.310,0.709,0.493]",4,0.081,0.05
JRN-00205-003,TRAV-00205,3,JRN-WH,0.9,"[0.189,0.697,0.400,0.526,0.691,0.719,0.408,0.518,0.600,0.664]",6,0.258,0.15
JRN-00030-004,TRAV-00030,4,JRN-LF,0.79,"[0.000,0.294,0.309,0.177,0.791,0.303,0.218,0.531,0.424,0.337]",2,0.068,0.2
JRN-00034-003,TRAV-00034,3,JRN-LF,0.745,"[0.265,0.307,0.303,0.167,1.000,0.000,0.314,0.975,0.282,0.150]",1,0.15,0.15
JRN-00485-001,TRAV-00485,1,JRN-UN,0.502,"[0.355,0.684,0.364,0.612,0.437,0.644,0.369,0.490,0.424,0.611]",20,0.479,0.05
JRN-00486-001,TRAV-00486,1,JRN-DO,0.846,"[0.076,0.049,0.127,0.364,0.223,0.850,0.603,0.940,0.531,0.067]",10,0.125,0.05
JRN-00242-002,TRAV-00242,2,JRN-HA,0.674,"[0.967,0.958,0.833,0.618,0.792,0.332,0.544,0.423,0.242,0.897]",12,0.257,0.1
JRN-00171-003,TRAV-00171,3,JRN-LF,0.745,"[0.117,0.294,0.000,0.225,1.000,0.152,0.078,0.640,0.000,0.053]",1,0.033,0.15
JRN-00487-001,TRAV-00487,1,JRN-LF,0.883,"[0.386,0.000,0.198,0.011,0.964,0.246,0.334,0.799,0.327,0.005]",2,0.133,0.05
JRN-00488-001,TRAV-00488,1,JRN-LF,0.712,"[0.032,0.246,0.229,0.240,0.747,0.255,0.092,0.847,0.067,0.261]",2,0.373,0.05
JRN-00290-002,TRAV-00290,2,JRN-WH,0.92,"[0.684,0.369,0.466,0.507,0.429,0.267,0.510,0.473,0.279,0.245]",4,0,0.1
JRN-00489-001,TRAV-00489,1,JRN-UN,0.362,"[0.462,0.476,0.329,0.597,0.341,0.610,0.512,0.420,0.620,0.578]",16,0.432,0.05
JRN-00490-001,TRAV-00490,1,JRN-UN,0.31,"[0.286,0.480,0.241,0.602,0.405,0.570,0.340,0.380,0.450,0.553]",15,0.376,0.05
JRN-00441-002,TRAV-00441,2,JRN-WH,0.918,"[0.564,0.535,0.553,0.733,0.626,0.781,0.714,0.454,0.455,0.393]",8,0.043,0.1
JRN-00428-002,TRAV-00428,2,JRN-WH,0.91,"[0.636,0.594,0.361,0.171,0.391,0.448,0.307,0.476,0.527,0.530]",4,0.266,0.1
JRN-00202-002,TRAV-00202,2,JRN-WH,0.895,"[0.754,0.451,0.729,0.518,0.490,0.494,0.295,0.788,0.614,0.390]",8,0,0.1
JRN-00037-002,TRAV-00037,2,JRN-WH,0.887,"[0.241,0.940,0.373,0.392,0.677,0.796,0.261,0.339,0.696,0.506]",8,0.197,0.1
JRN-00491-001,TRAV-00491,1,JRN-LF,0.755,"[0.460,0.341,0.000,0.117,0.807,0.081,0.000,0.944,0.223,0.053]",3,0.068,0.05
JRN-00399-002,TRAV-00399,2,JRN-DO,0.668,"[0.305,0.000,0.199,0.322,0.323,0.720,0.896,0.974,0.695,0.061]",9,0,0.1
JRN-00202-003,TRAV-00202,3,JRN-WH,0.844,"[0.490,0.516,0.574,0.617,0.674,0.512,0.629,0.488,0.602,0.609]",6,0.198,0.15
JRN-00032-003,TRAV-00032,3,JRN-DO,0.785,"[0.315,0.121,0.304,0.067,0.159,0.963,0.825,0.706,0.707,0.424]",9,0.08,0.15
JRN-00492-001,TRAV-00492,1,JRN-LF,0.856,"[0.000,0.147,0.099,0.225,0.956,0.151,0.000,0.908,0.257,0.000]",1,0.12,0.05
JRN-00493-001,TRAV-00493,1,JRN-UN,0.36,"[0.621,0.218,0.389,0.641,0.351,0.332,0.189,0.419,0.442,0.856]",16,0.571,0.05
JRN-00494-001,TRAV-00494,1,JRN-UN,0.263,"[0.462,0.445,0.175,0.733,0.547,0.578,0.267,0.508,0.394,0.496]",18,0.635,0.05
JRN-00495-001,TRAV-00495,1,JRN-LF,0.853,"[0.278,0.267,0.245,0.266,0.882,0.268,0.000,0.867,0.323,0.323]",3,0.056,0.05
JRN-00496-001,TRAV-00496,1,JRN-WH,0.781,"[0.353,0.436,0.525,0.324,0.535,0.640,0.441,0.481,0.390,0.431]",7,0.059,0.05
JRN-00497-001,TRAV-00497,1,JRN-LF,0.8,"[0.000,0.136,0.000,0.248,0.569,0.000,0.134,0.707,0.000,0.481]",3,0.264,0.05
JRN-00498-001,TRAV-00498,1,JRN-DO,0.763,"[0.240,0.000,0.326,0.069,0.164,0.722,0.709,0.892,0.802,0.111]",9,0.23,0.05
JRN-00066-002,TRAV-00066,2,JRN-DO,0.835,"[0.293,0.339,0.472,0.160,0.123,0.620,1.000,0.763,0.599,0.465]",11,0.109,0.1
JRN-00216-003,TRAV-00216,3,JRN-UN,0.535,"[0.332,0.286,0.278,0.357,0.548,0.653,0.420,0.484,0.381,0.417]",16,0.573,0.15
JRN-00499-001,TRAV-00499,1,JRN-UN,0.443,"[0.518,0.509,0.538,0.851,0.467,0.545,0.349,0.476,0.440,0.498]",20,0.566,0.05
JRN-00500-001,TRAV-00500,1,JRN-LF,0.843,"[0.248,0.136,0.000,0.238,0.722,0.096,0.141,1.000,0.112,0.000]",3,0.278,0.05
JRN-00501-001,TRAV-00501,1,JRN-UN,0.226,"[0.521,0.352,0.442,0.657,0.332,0.499,0.115,0.693,0.579,0.475]",20,0.691,0.05
JRN-00502-001,TRAV-00502,1,JRN-LF,0.817,"[0.202,0.365,0.132,0.104,1.000,0.317,0.000,0.799,0.065,0.049]",2,0.269,0.05
JRN-00503-001,TRAV-00503,1,JRN-HA,0.817,"[0.525,0.715,1.000,0.812,0.960,0.647,0.366,0.584,0.373,0.747]",13,0.178,0.05
JRN-00504-001,TRAV-00504,1,JRN-WH,0.853,"[0.419,0.313,0.540,0.599,0.483,0.510,0.412,0.383,0.424,0.523]",5,0.02,0.05
JRN-00505-001,TRAV-00505,1,JRN-LF,0.912,"[0.206,0.232,0.251,0.383,1.000,0.079,0.282,0.760,0.089,0.231]",3,0.273,0.05
JRN-00506-001,TRAV-00506,1,JRN-UN,0.387,"[0.591,0.437,0.274,0.537,0.290,0.393,0.146,0.315,0.598,0.370]",20,0.378,0.05
JRN-00103-002,TRAV-00103,2,JRN-WH,0.917,"[0.366,0.428,0.122,0.467,0.663,0.804,0.418,0.429,0.376,0.510]",5,0.175,0.1
JRN-00507-001,TRAV-00507,1,JRN-LF,0.836,"[0.350,0.335,0.207,0.050,0.780,0.281,0.072,0.659,0.000,0.150]",3,0.077,0.05
JRN-00508-001,TRAV-00508,1,JRN-WH,0.88,"[0.454,0.437,0.147,0.617,0.432,0.623,0.872,0.322,0.575,0.619]",7,0.096,0.05
JRN-00509-001,TRAV-00509,1,JRN-DO,0.741,"[0.000,0.237,0.266,0.167,0.093,0.731,0.794,0.882,0.659,0.449]",11,0.274,0.05
JRN-00175-002,TRAV-00175,2,JRN-WH,0.848,"[0.436,0.342,0.819,0.366,0.431,0.553,0.421,0.567,0.412,0.096]",5,0.182,0.1
JRN-00398-002,TRAV-00398,2,JRN-HA,0.846,"[0.832,0.770,0.919,0.655,0.742,0.498,0.405,0.373,0.323,0.615]",13,0.384,0.1
JRN-00510-001,TRAV-00510,1,JRN-LF,0.844,"[0.000,0.052,0.145,0.109,0.761,0.460,0.299,0.830,0.179,0.000]",2,0.022,0.05
JRN-00511-001,TRAV-00511,1,JRN-UN,0.522,"[0.456,0.475,0.279,0.438,0.565,0.404,0.257,0.593,0.488,0.299]",20,0.585,0.05
JRN-00512-001,TRAV-00512,1,JRN-HA,0.628,"[0.703,0.868,0.953,0.644,0.730,0.435,0.279,0.582,0.329,0.788]",12,0.155,0.05
JRN-00456-002,TRAV-00456,2,JRN-WH,0.802,"[0.392,0.578,0.564,0.656,0.752,0.713,0.472,0.463,0.519,0.268]",5,0.19,0.1
JRN-00377-002,TRAV-00377,2,JRN-WH,0.868,"[0.179,0.829,0.577,0.274,0.523,0.493,0.445,0.565,0.654,0.556]",7,0.046,0.1
JRN-00309-002,TRAV-00309,2,JRN-WH,0.878,"[0.513,0.396,0.282,0.662,0.440,0.336,0.521,0.534,0.606,0.601]",6,0.066,0.1
JRN-00513-001,TRAV-00513,1,JRN-LF,0.845,"[0.170,0.012,0.003,0.088,0.911,0.301,0.204,0.590,0.014,0.245]",1,0.033,0.05
JRN-00155-002,TRAV-00155,2,JRN-DO,0.816,"[0.230,0.305,0.360,0.000,0.157,0.810,0.938,0.716,0.924,0.000]",9,0.214,0.1
JRN-00438-002,TRAV-00438,2,JRN-LF,0.745,"[0.000,0.135,0.113,0.591,1.000,0.293,0.127,0.593,0.035,0.229]",1,0.232,0.1
JRN-00514-001,TRAV-00514,1,JRN-LF,0.66,"[0.013,0.205,0.275,0.327,1.000,0.075,0.167,1.000,0.107,0.000]",1,0.08,0.05
JRN-00515-001,TRAV-00515,1,JRN-HA,0.739,"[0.428,0.587,0.875,0.618,0.858,0.490,0.541,0.656,0.631,1.000]",12,0.287,0.05
JRN-00166-004,TRAV-00166,4,JRN-UN,0.378,"[0.403,0.375,0.438,0.598,0.696,0.482,0.082,0.404,0.284,0.304]",16,0.609,0.2
JRN-00516-001,TRAV-00516,1,JRN-WH,0.92,"[0.841,0.553,0.713,0.590,0.434,0.712,0.340,0.234,0.536,0.698]",8,0.159,0.05
JRN-00407-002,TRAV-00407,2,JRN-DO,0.738,"[0.208,0.085,0.147,0.006,0.000,0.654,0.939,1.000,0.987,0.452]",9,0.219,0.1
JRN-00517-001,TRAV-00517,1,JRN-LF,0.862,"[0.245,0.237,0.379,0.059,0.924,0.424,0.194,0.812,0.156,0.019]",1,0.268,0.05
JRN-00518-001,TRAV-00518,1,JRN-DO,0.703,"[0.317,0.083,0.426,0.220,0.038,0.581,0.774,1.000,0.706,0.027]",10,0.142,0.05
