decision_id,expedition_id,day_of_expedition,decision_type,protocol_recommendation,actual_decision,decision_maker,outcome_impact,retrospective_assessment
DEC-02214,EXP-894-006,16,collect,,priority_specimen,crew_leader,neutral,inconclusive
DEC-02215,EXP-894-007,2,camp,,standard_site,crew_leader,positive,correct
DEC-02216,EXP-894-007,2,retreat,,full_retreat,crew_leader,neutral,correct
DEC-02217,EXP-894-007,5,route,,investigate,crew_leader,neutral,correct
DEC-02218,EXP-894-007,6,camp,,defensive_site,crew_leader,positive,correct
DEC-02219,EXP-894-007,8,camp,,standard_site,crew_leader,neutral,inconclusive
DEC-02220,EXP-894-007,10,retreat,,partial_retreat,crew_leader,critical_positive,correct
DEC-02221,EXP-894-007,14,retreat,,pause,crew_leader,positive,correct
DEC-02222,EXP-894-008,2,route,,alternate_path,crew_leader,neutral,inconclusive
DEC-02223,EXP-894-008,3,camp,,continue,crew_leader,critical_positive,correct
DEC-02224,EXP-894-008,7,camp,,emergency_site,crew_leader,neutral,correct
DEC-02225,EXP-894-009,1,camp,,standard_site,crew_leader,positive,correct
DEC-02226,EXP-894-009,1,collect,,extensive_collection,crew_leader,neutral,correct
DEC-02227,EXP-894-009,5,camp,,standard_site,crew_leader,critical_positive,correct
DEC-02228,EXP-894-009,7,camp,,defensive_site,crew_leader,neutral,correct
DEC-02229,EXP-894-010,2,route,,investigate,crew_leader,positive,correct
DEC-02230,EXP-894-010,2,collect,,extensive_collection,crew_leader,neutral,inconclusive
DEC-02231,EXP-894-010,2,engage,,avoid,crew_leader,neutral,correct
DEC-02232,EXP-894-010,6,collect,,standard_specimen,crew_leader,neutral,correct
DEC-02233,EXP-894-010,6,collect,,priority_specimen,crew_leader,positive,correct
DEC-02234,EXP-895-001,1,collect,,priority_specimen,crew_leader,critical_negative,inconclusive
DEC-02235,EXP-895-001,3,retreat,,partial_retreat,crew_leader,negative,inconclusive
DEC-02236,EXP-895-001,7,retreat,,pause,crew_leader,negative,incorrect
DEC-02237,EXP-895-001,9,route,,retreat_path,crew_leader,critical_positive,correct
DEC-02238,EXP-895-001,11,collect,,extensive_collection,crew_leader,critical_negative,unknown
DEC-02239,EXP-895-002,1,camp,,standard_site,crew_leader,positive,correct
DEC-02240,EXP-895-002,3,retreat,,full_retreat,crew_leader,neutral,inconclusive
DEC-02241,EXP-895-002,6,engage,,cautious_approach,crew_leader,positive,correct
DEC-02242,EXP-895-003,2,route,,retreat_path,crew_leader,positive,correct
DEC-02243,EXP-895-003,2,collect,,standard_specimen,crew_leader,positive,correct
DEC-02244,EXP-895-003,4,collect,,extensive_collection,crew_leader,neutral,inconclusive
DEC-02245,EXP-895-003,4,camp,,emergency_site,crew_leader,positive,correct
DEC-02246,EXP-895-003,7,camp,,standard_site,crew_leader,positive,correct
DEC-02247,EXP-895-004,1,engage,,direct_engagement,crew_leader,neutral,inconclusive
DEC-02248,EXP-895-004,3,engage,,observe,crew_leader,neutral,correct
DEC-02249,EXP-895-004,5,camp,,standard_site,crew_leader,positive,correct
DEC-02250,EXP-895-004,7,collect,,skip,crew_leader,positive,correct
DEC-02251,EXP-895-004,10,route,,primary_path,crew_leader,critical_positive,correct
DEC-02252,EXP-895-004,12,retreat,,proceed,crew_leader,neutral,correct
DEC-02253,EXP-895-005,2,camp,,standard_site,crew_leader,neutral,inconclusive
DEC-02254,EXP-895-005,3,engage,,cautious_approach,crew_leader,positive,correct
DEC-02255,EXP-895-005,5,collect,,standard_specimen,crew_leader,positive,correct
DEC-02256,EXP-895-005,6,camp,,defensive_site,crew_leader,positive,correct
DEC-02257,EXP-895-006,2,collect,,extensive_collection,crew_leader,critical_negative,incorrect
DEC-02258,EXP-895-006,4,route,,alternate_path,crew_leader,neutral,inconclusive
DEC-02259,EXP-895-006,4,collect,,extensive_collection,crew_leader,critical_negative,unknown
DEC-02260,EXP-895-006,7,engage,,cautious_approach,crew_leader,negative,unknown
DEC-02261,EXP-895-006,8,route,,retreat_path,crew_leader,positive,correct
DEC-02262,EXP-895-006,12,engage,,cautious_approach,crew_leader,positive,correct
DEC-02263,EXP-895-006,12,engage,,direct_engagement,crew_leader,positive,correct
DEC-02264,EXP-895-006,14,collect,,standard_specimen,crew_leader,positive,correct
DEC-02265,EXP-895-006,18,engage,,cautious_approach,crew_leader,critical_positive,correct
DEC-02266,EXP-895-006,18,collect,,extensive_collection,crew_leader,negative,unknown
DEC-02267,EXP-895-006,21,collect,,skip,crew_leader,critical_positive,correct
DEC-02268,EXP-895-007,1,route,,alternate_path,crew_leader,neutral,correct
DEC-02269,EXP-895-007,3,engage,,observe,crew_leader,neutral,inconclusive
DEC-02270,EXP-895-007,5,camp,,defensive_site,crew_leader,neutral,correct
DEC-02271,EXP-895-007,6,engage,,cautious_approach,crew_leader,positive,correct
DEC-02272,EXP-895-007,8,engage,,observe,crew_leader,neutral,correct
DEC-02273,EXP-895-007,12,retreat,,full_retreat,crew_leader,neutral,correct
DEC-02274,EXP-895-008,2,route,,alternate_path,crew_leader,positive,correct
DEC-02275,EXP-895-008,3,route,,retreat_path,crew_leader,critical_negative,incorrect
DEC-02276,EXP-895-008,6,retreat,,partial_retreat,crew_leader,critical_positive,correct
DEC-02277,EXP-895-008,6,route,,retreat_path,crew_leader,critical_negative,incorrect
DEC-02278,EXP-895-008,11,engage,,observe,crew_leader,critical_positive,correct
DEC-02279,EXP-895-008,13,collect,,skip,crew_leader,negative,unknown
DEC-02280,EXP-895-008,15,engage,,direct_engagement,crew_leader,negative,unknown
DEC-02281,EXP-895-009,1,collect,,skip,crew_leader,positive,correct
DEC-02282,EXP-895-009,4,retreat,,proceed,crew_leader,critical_negative,incorrect
DEC-02283,EXP-895-009,5,retreat,,proceed,crew_leader,critical_negative,incorrect
DEC-02284,EXP-895-009,7,collect,,standard_specimen,crew_leader,critical_negative,unknown
DEC-02285,EXP-895-009,8,collect,,standard_specimen,crew_leader,negative,unknown
DEC-02286,EXP-895-009,11,camp,,standard_site,crew_leader,negative,unknown
DEC-02287,EXP-895-009,14,collect,,standard_specimen,crew_leader,critical_negative,unknown
DEC-02288,EXP-896-001,1,engage,,cautious_approach,crew_leader,neutral,inconclusive
DEC-02289,EXP-896-001,3,retreat,,partial_retreat,crew_leader,critical_positive,correct
DEC-02290,EXP-896-001,4,camp,,defensive_site,crew_leader,neutral,correct
DEC-02291,EXP-896-002,1,retreat,,full_retreat,crew_leader,neutral,inconclusive
DEC-02292,EXP-896-002,3,engage,,avoid,crew_leader,positive,correct
DEC-02293,EXP-896-002,5,route,,investigate,crew_leader,neutral,correct
DEC-02294,EXP-896-002,7,camp,,defensive_site,crew_leader,neutral,correct
DEC-02295,EXP-896-003,2,camp,,continue,crew_leader,positive,correct
DEC-02296,EXP-896-003,2,engage,,observe,crew_leader,neutral,inconclusive
DEC-02297,EXP-896-003,3,engage,,cautious_approach,crew_leader,positive,correct
DEC-02298,EXP-896-003,6,route,,primary_path,crew_leader,positive,correct
DEC-02299,EXP-896-003,6,engage,,direct_engagement,crew_leader,positive,correct
DEC-02300,EXP-896-004,2,collect,,standard_specimen,crew_leader,neutral,correct
DEC-02301,EXP-896-004,2,engage,,observe,crew_leader,positive,correct
DEC-02302,EXP-896-004,3,route,,alternate_path,crew_leader,positive,correct
DEC-02303,EXP-896-004,5,collect,,skip,crew_leader,neutral,inconclusive
DEC-02304,EXP-896-004,7,engage,,avoid,crew_leader,neutral,inconclusive
DEC-02305,EXP-896-005,1,retreat,,partial_retreat,crew_leader,positive,correct
DEC-02306,EXP-896-005,3,camp,,standard_site,crew_leader,neutral,correct
DEC-02307,EXP-896-005,5,route,,retreat_path,crew_leader,neutral,correct
DEC-02308,EXP-896-005,7,route,,investigate,crew_leader,positive,correct
DEC-02309,EXP-896-005,8,engage,,avoid,crew_leader,neutral,correct
DEC-02310,EXP-896-006,2,route,,primary_path,crew_leader,neutral,inconclusive
DEC-02311,EXP-896-006,3,retreat,,pause,crew_leader,positive,correct
DEC-02312,EXP-896-006,3,route,,primary_path,crew_leader,neutral,correct
DEC-02313,EXP-896-006,5,collect,,priority_specimen,crew_leader,neutral,inconclusive
DEC-02314,EXP-896-006,7,retreat,,full_retreat,crew_leader,neutral,correct
DEC-02315,EXP-896-006,8,retreat,,full_retreat,crew_leader,positive,correct
DEC-02316,EXP-896-006,9,retreat,,proceed,crew_leader,positive,correct
DEC-02317,EXP-896-007,1,retreat,,full_retreat,crew_leader,positive,correct
DEC-02318,EXP-896-007,2,route,,retreat_path,crew_leader,positive,correct
DEC-02319,EXP-896-007,3,collect,,skip,crew_leader,positive,correct
DEC-02320,EXP-896-007,7,collect,,priority_specimen,crew_leader,critical_positive,correct
DEC-02321,EXP-896-007,8,route,,primary_path,crew_leader,positive,correct
DEC-02322,EXP-896-007,9,retreat,,full_retreat,crew_leader,positive,correct
DEC-02323,EXP-896-008,1,retreat,,proceed,crew_leader,critical_negative,inconclusive
DEC-02324,EXP-896-008,2,collect,,extensive_collection,crew_leader,neutral,correct
DEC-02325,EXP-896-008,6,retreat,,full_retreat,crew_leader,negative,inconclusive
DEC-02326,EXP-896-008,7,route,,alternate_path,crew_leader,negative,unknown
DEC-02327,EXP-896-008,10,route,,primary_path,crew_leader,critical_positive,correct
DEC-02328,EXP-896-008,11,collect,,priority_specimen,crew_leader,critical_negative,incorrect
DEC-02329,EXP-896-008,15,collect,,skip,crew_leader,critical_positive,correct
DEC-02330,EXP-897-001,2,retreat,,full_retreat,crew_leader,positive,correct
DEC-02331,EXP-897-001,4,collect,,standard_specimen,crew_leader,neutral,correct
DEC-02332,EXP-897-001,6,route,,retreat_path,crew_leader,positive,correct
DEC-02333,EXP-897-002,2,route,,primary_path,crew_leader,neutral,correct
DEC-02334,EXP-897-002,3,engage,,cautious_approach,crew_leader,positive,correct
DEC-02335,EXP-897-002,7,engage,,direct_engagement,crew_leader,neutral,inconclusive
DEC-02336,EXP-897-002,7,engage,,cautious_approach,crew_leader,neutral,correct
DEC-02337,EXP-897-002,12,engage,,cautious_approach,crew_leader,neutral,correct
DEC-02338,EXP-897-002,12,collect,,priority_specimen,crew_leader,critical_positive,correct
DEC-02339,EXP-897-003,1,camp,,emergency_site,crew_leader,positive,correct
DEC-02340,EXP-897-003,3,engage,,observe,crew_leader,neutral,inconclusive
DEC-02341,EXP-897-003,5,collect,,extensive_collection,crew_leader,neutral,correct
DEC-02342,EXP-897-003,6,retreat,,partial_retreat,crew_leader,positive,correct
DEC-02343,EXP-897-003,8,collect,,extensive_collection,crew_leader,positive,correct
DEC-02344,EXP-897-004,1,route,,investigate,crew_leader,neutral,inconclusive
DEC-02345,EXP-897-004,3,camp,,emergency_site,crew_leader,positive,correct
DEC-02346,EXP-897-004,5,route,,investigate,crew_leader,positive,correct
DEC-02347,EXP-897-004,7,route,,investigate,crew_leader,neutral,inconclusive
DEC-02348,EXP-897-004,9,engage,,direct_engagement,crew_leader,positive,correct
DEC-02349,EXP-897-004,10,camp,,standard_site,crew_leader,positive,correct
DEC-02350,EXP-897-005,1,engage,,direct_engagement,crew_leader,positive,correct
DEC-02351,EXP-897-005,2,engage,,observe,crew_leader,critical_positive,correct
DEC-02352,EXP-897-005,5,route,,retreat_path,crew_leader,neutral,correct
DEC-02353,EXP-897-005,6,route,,alternate_path,crew_leader,positive,correct
DEC-02354,EXP-897-005,7,camp,,continue,crew_leader,positive,correct
DEC-02355,EXP-897-005,9,collect,,extensive_collection,crew_leader,critical_positive,correct
DEC-02357,EXP-897-006,1,collect,,skip,crew_leader,neutral,correct
DEC-02356,EXP-897-006,2,camp,,continue,crew_leader,negative,inconclusive
DEC-02358,EXP-897-006,5,camp,,standard_site,crew_leader,negative,inconclusive
DEC-02359,EXP-897-006,6,collect,,extensive_collection,crew_leader,critical_negative,unknown
DEC-02360,EXP-897-006,8,route,,primary_path,crew_leader,negative,unknown
DEC-02361,EXP-897-006,9,camp,,defensive_site,crew_leader,positive,correct
DEC-02362,EXP-897-006,11,collect,,priority_specimen,crew_leader,positive,correct
DEC-02363,EXP-897-006,12,collect,,extensive_collection,crew_leader,neutral,inconclusive
DEC-02364,EXP-897-006,14,camp,,emergency_site,crew_leader,neutral,correct
DEC-02365,EXP-897-006,14,engage,,observe,crew_leader,neutral,inconclusive
DEC-02366,EXP-897-006,18,camp,,standard_site,crew_leader,critical_negative,incorrect
DEC-02367,EXP-897-007,2,collect,,skip,crew_leader,neutral,inconclusive
DEC-02368,EXP-897-007,2,camp,,standard_site,crew_leader,neutral,correct
DEC-02369,EXP-897-007,5,retreat,,pause,crew_leader,positive,correct
DEC-02370,EXP-897-008,1,engage,,observe,crew_leader,negative,inconclusive
DEC-02371,EXP-897-008,3,engage,,observe,crew_leader,critical_negative,incorrect
DEC-02372,EXP-897-008,4,collect,,extensive_collection,crew_leader,negative,unknown
DEC-02373,EXP-897-008,6,engage,,direct_engagement,crew_leader,critical_negative,incorrect
DEC-02374,EXP-897-008,9,engage,,cautious_approach,crew_leader,negative,unknown
DEC-02375,EXP-897-008,9,camp,,defensive_site,crew_leader,negative,inconclusive
DEC-02376,EXP-897-008,10,collect,,skip,crew_leader,critical_negative,unknown
DEC-02377,EXP-897-008,12,engage,,observe,crew_leader,neutral,correct
DEC-02378,EXP-897-008,14,route,,primary_path,crew_leader,critical_negative,unknown
DEC-02379,EXP-897-008,17,engage,,avoid,crew_leader,critical_negative,inconclusive
DEC-02380,EXP-897-009,1,retreat,,pause,crew_leader,positive,correct
DEC-02381,EXP-897-009,4,route,,investigate,crew_leader,positive,correct
DEC-02382,EXP-897-009,6,collect,,standard_specimen,crew_leader,neutral,correct
DEC-02383,EXP-897-010,1,retreat,,pause,crew_leader,critical_negative,inconclusive
DEC-02384,EXP-897-010,1,collect,,skip,crew_leader,critical_negative,unknown
DEC-02385,EXP-897-010,2,engage,,observe,crew_leader,critical_positive,correct
DEC-02386,EXP-897-010,4,route,,retreat_path,crew_leader,critical_negative,incorrect
DEC-02387,EXP-897-010,6,retreat,,partial_retreat,crew_leader,positive,correct
DEC-02388,EXP-897-010,9,collect,,extensive_collection,crew_leader,positive,correct
DEC-02389,EXP-897-010,10,engage,,observe,crew_leader,negative,inconclusive
DEC-02390,EXP-897-011,1,collect,,priority_specimen,crew_leader,neutral,inconclusive
DEC-02391,EXP-897-011,1,engage,,direct_engagement,crew_leader,neutral,inconclusive
DEC-02392,EXP-897-011,4,camp,,defensive_site,crew_leader,positive,correct
DEC-02393,EXP-897-011,4,camp,,defensive_site,crew_leader,neutral,correct
DEC-02394,EXP-898-001,1,engage,,avoid,crew_leader,positive,correct
DEC-02395,EXP-898-001,2,retreat,,full_retreat,crew_leader,critical_negative,inconclusive
DEC-02396,EXP-898-001,5,collect,,standard_specimen,crew_leader,neutral,correct
DEC-02397,EXP-898-001,5,collect,,skip,crew_leader,negative,incorrect
DEC-02398,EXP-898-001,7,route,,investigate,crew_leader,positive,correct
DEC-02399,EXP-898-001,8,camp,,continue,crew_leader,critical_positive,correct
DEC-02400,EXP-898-001,10,camp,,emergency_site,crew_leader,positive,correct
DEC-02401,EXP-898-001,10,engage,,observe,crew_leader,negative,incorrect
DEC-02402,EXP-898-001,13,retreat,,proceed,crew_leader,critical_positive,correct
DEC-02403,EXP-898-002,2,camp,,defensive_site,crew_leader,positive,correct
DEC-02404,EXP-898-002,2,route,,primary_path,crew_leader,neutral,correct
DEC-02405,EXP-898-002,5,engage,,direct_engagement,crew_leader,neutral,inconclusive
DEC-02406,EXP-898-003,2,collect,,skip,crew_leader,positive,correct
DEC-02407,EXP-898-003,2,collect,,skip,crew_leader,critical_positive,correct
DEC-02408,EXP-898-003,3,collect,,extensive_collection,crew_leader,neutral,inconclusive
DEC-02409,EXP-898-003,6,camp,,defensive_site,crew_leader,neutral,inconclusive
DEC-02410,EXP-898-003,7,engage,,avoid,crew_leader,critical_positive,correct
DEC-02411,EXP-898-003,8,retreat,,pause,crew_leader,neutral,correct
DEC-02412,EXP-898-003,9,engage,,observe,crew_leader,critical_negative,inconclusive
DEC-02413,EXP-898-003,11,retreat,,proceed,crew_leader,neutral,inconclusive
DEC-02414,EXP-898-003,14,camp,,continue,crew_leader,critical_positive,correct
DEC-02415,EXP-898-004,1,camp,,emergency_site,crew_leader,neutral,inconclusive
DEC-02416,EXP-898-004,2,route,,primary_path,crew_leader,neutral,correct
DEC-02417,EXP-898-004,5,camp,,standard_site,crew_leader,negative,unknown
DEC-02418,EXP-898-004,9,collect,,standard_specimen,crew_leader,negative,unknown
DEC-02419,EXP-898-004,9,route,,alternate_path,crew_leader,critical_positive,correct
DEC-02420,EXP-898-005,1,camp,,continue,crew_leader,positive,correct
DEC-02421,EXP-898-005,4,route,,primary_path,crew_leader,positive,correct
DEC-02422,EXP-898-005,4,retreat,,full_retreat,crew_leader,neutral,inconclusive
DEC-02423,EXP-898-005,8,route,,investigate,crew_leader,neutral,correct
DEC-02424,EXP-898-005,8,retreat,,pause,crew_leader,neutral,inconclusive
DEC-02425,EXP-898-005,11,retreat,,pause,crew_leader,negative,incorrect
DEC-02426,EXP-898-005,12,engage,,avoid,crew_leader,neutral,correct
DEC-02427,EXP-898-005,14,collect,,standard_specimen,crew_leader,positive,correct
DEC-02429,EXP-898-006,1,collect,,priority_specimen,crew_leader,positive,correct
DEC-02428,EXP-898-006,2,retreat,,partial_retreat,crew_leader,positive,correct
DEC-02430,EXP-898-006,3,engage,,observe,crew_leader,neutral,correct
DEC-02431,EXP-898-006,5,retreat,,pause,crew_leader,neutral,correct
DEC-02432,EXP-898-006,9,collect,,extensive_collection,crew_leader,neutral,correct
DEC-02433,EXP-898-006,10,engage,,direct_engagement,crew_leader,positive,correct
DEC-02434,EXP-898-007,1,camp,,emergency_site,crew_leader,critical_positive,correct
DEC-02436,EXP-898-007,2,route,,investigate,crew_leader,negative,inconclusive
DEC-02435,EXP-898-007,3,route,,retreat_path,crew_leader,negative,incorrect
DEC-02437,EXP-898-007,6,collect,,skip,crew_leader,neutral,inconclusive
DEC-02438,EXP-898-007,7,collect,,standard_specimen,crew_leader,critical_positive,correct
DEC-02439,EXP-898-007,8,camp,,emergency_site,crew_leader,critical_positive,correct
DEC-02440,EXP-898-007,8,camp,,continue,crew_leader,neutral,inconclusive
DEC-02441,EXP-898-008,1,collect,,standard_specimen,crew_leader,neutral,inconclusive
DEC-02442,EXP-898-008,2,collect,,standard_specimen,crew_leader,neutral,correct
DEC-02443,EXP-898-008,4,retreat,,full_retreat,crew_leader,neutral,correct
